"Country";"City";"Car type";"Price"
"France";"Chateauroux";"Volkswagen Passat";34.49
"France";"Chateauroux";"Fiat Punto 3door";34.52
"France";"Chateauroux";"Renault Megane Convertible";34.01
"France";"Chateauroux";"Peugeot 307 Convertible";36.37
"France";"Chateauroux";"Renault Modus";38.03
"France";"Chateauroux";"Renault Kangoo";43.3
"France";"Chateauroux";"Volkswagen Touran";37.54
"France";"Chateauroux";"Renault Espace";32.23
"France";"Chateauroux";"Renault Traffic Passenger";43.18
"France";"Chateauroux";"Peugeot 307 Estate/Wagon";33.35
"France";"Chateauroux";"Renault Laguna Estate/Wagon";39.48
"France";"Chateauroux";"Nissan XTrail";44.22
"France";"Chateauroux";"Nissan Pathfinder";31.54
"France";"Chateauroux";"Hyundai Santa Fe";42.28
"France";"Chatellerault";"Mercedes-Benz E Class";49.88
"France";"Chatellerault";"Toyota Yaris 3door";43.73
"France";"Chatellerault";"Renault Clio 5door";34.24
"France";"Chatellerault";"Renault Megane 5door";30.55
"France";"Chatellerault";"Renault Laguna";35.91
"France";"Chatellerault";"Renault Vel Satis";33.39
"France";"Chatellerault";"Mercedes-Benz C Class";40.85
"France";"Chatellerault";"Opel Zafira";47.09
"France";"Chatellerault";"Peugeot 807";47.75
"France";"Chatellerault";"Renault Scenic";42.12
"France";"Chatellerault";"Fiat Panda";36.6
"France";"Chatellerault";"Peugeot 207 3door";30.3
"France";"Chatellerault";"Volkswagen Golf 5door";37.73
"France";"Chatellerault";"Mercedes-Benz A Class";39.81
"France";"Chatellerault";"Volkswagen Passat";40.8
"France";"Chatellerault";"Fiat Punto 3door";45.38
"France";"Chatellerault";"Renault Megane Convertible";31.33
"France";"Chatellerault";"Peugeot 307 Convertible";37.24
"France";"Chatellerault";"Renault Modus";49.61
"France";"Chatellerault";"Renault Kangoo";48.17
"France";"Chatellerault";"Volkswagen Touran";37.7
"France";"Chatellerault";"Renault Espace";46.78
"France";"Chatellerault";"Renault Traffic Passenger";36.51
"France";"Chatellerault";"Peugeot 307 Estate/Wagon";36.58
"France";"Chatellerault";"Renault Laguna Estate/Wagon";38.13
"France";"Chatellerault";"Nissan XTrail";49.52
"France";"Chatellerault";"Nissan Pathfinder";33.31
"France";"Chatellerault";"Hyundai Santa Fe";39.92
"France";"Chaumont";"Mercedes-Benz E Class";40.48
"France";"Chaumont";"Toyota Yaris 3door";44.49
"France";"Chaumont";"Renault Clio 5door";45.01
"France";"Chaumont";"Renault Megane 5door";46.89
"France";"Chaumont";"Renault Laguna";37.7
"France";"Chaumont";"Renault Vel Satis";45.63
"France";"Chaumont";"Mercedes-Benz C Class";41.48
"France";"Chaumont";"Opel Zafira";42.84
"France";"Chaumont";"Peugeot 807";38.6
"France";"Chaumont";"Renault Scenic";41.95
"France";"Chaumont";"Citroen C5";39.34
"France";"Chaumont";"Citroen C4 3door";36.91
"France";"Chaumont";"Citroen C3";48.95
"France";"Chaumont";"Citroen C1 3door";46.78
"France";"Chaumont";"Citroen C6";36.87
"France";"Chaumont";"Volvo C70 Convertible";49.62
"France";"Chaumont";"Citroen C3 Pluriel Convertible";31.03
"France";"Chaumont";"Citroen Picasso";31.44
"France";"Chaumont";"Citroen Jumper";35.24
"France";"Chaumont";"Citroen C8";41.71
"France";"Chaumont";"Volvo V70";39.88
"France";"Chaumont";"Ford Focus Estate/Wagon";49.32
"France";"Chaumont";"Citroen C5 Estate/Wagon";49.22
"France";"Chaumont";"Hyundai Santa Fe";34.6
"France";"Chaumont";"Hyundai Tucson";44.15
"France";"Chaumont";"Fiat Panda";45.49
"France";"Chaumont";"Peugeot 207 3door";40.28
"France";"Chaumont";"Volkswagen Golf 5door";43.39
"France";"Chaumont";"Mercedes-Benz A Class";49.88
"France";"Chaumont";"Volkswagen Passat";38.02
"France";"Chaumont";"Fiat Punto 3door";35.56
"France";"Chaumont";"Renault Megane Convertible";32.67
"France";"Chaumont";"Peugeot 307 Convertible";35.26
"France";"Chaumont";"Renault Modus";46.25
"France";"Chaumont";"Renault Kangoo";45.45
"France";"Chaumont";"Volkswagen Touran";36.19
"France";"Chaumont";"Renault Espace";34.45
"France";"Chaumont";"Renault Traffic Passenger";31.73
"France";"Chaumont";"Peugeot 307 Estate/Wagon";43.17
"France";"Chaumont";"Renault Laguna Estate/Wagon";30.56
"France";"Chaumont";"Nissan XTrail";38.64
"France";"Chaumont";"Nissan Pathfinder";47.57
"France";"Chauvigny";"Fiat Panda";39.37
"France";"Chauvigny";"Peugeot 207 3door";44.04
"France";"Chauvigny";"Volkswagen Golf 5door";32.5
"France";"Chauvigny";"Renault Clio 5door";41.62
"France";"Chauvigny";"Mercedes-Benz A Class";34.9
"France";"Chauvigny";"Volkswagen Passat";30.66
"France";"Chauvigny";"Mercedes-Benz C Class";34.04
"France";"Chauvigny";"Fiat Punto 3door";49.35
"France";"Chauvigny";"Renault Megane Convertible";44.89
"France";"Chauvigny";"Peugeot 307 Convertible";30.63
"France";"Chauvigny";"Renault Modus";36.12
"France";"Chauvigny";"Renault Kangoo";41.82
"France";"Chauvigny";"Renault Scenic";37.14
"France";"Chauvigny";"Volkswagen Touran";47.39
"France";"Chauvigny";"Renault Espace";37.69
"France";"Chauvigny";"Renault Traffic Passenger";44.53
"France";"Chauvigny";"Peugeot 307 Estate/Wagon";38.24
"France";"Chauvigny";"Renault Laguna Estate/Wagon";42.06
"France";"Chauvigny";"Nissan XTrail";42.82
"France";"Chauvigny";"Nissan Pathfinder";32.69
"France";"Chauvigny";"Hyundai Santa Fe";30.13
"France";"Cherbourg";"Fiat Panda";35.97
"France";"Cherbourg";"Peugeot 207 3door";35.81
"France";"Cherbourg";"Volkswagen Golf 5door";38.56
"France";"Cherbourg";"Renault Clio 5door";30.68
"France";"Cherbourg";"Mercedes-Benz A Class";41.79
"France";"Cherbourg";"Volkswagen Passat";30.3
"France";"Cherbourg";"Mercedes-Benz C Class";36.5
"France";"Cherbourg";"Fiat Punto 3door";40.94
"France";"Cherbourg";"Renault Megane Convertible";33.83
"France";"Cherbourg";"Peugeot 307 Convertible";40.67
"France";"Cherbourg";"Renault Modus";41.33
"France";"Cherbourg";"Renault Kangoo";32.63
"France";"Cherbourg";"Renault Scenic";38.35
"France";"Cherbourg";"Volkswagen Touran";33.74
"France";"Cherbourg";"Renault Espace";45.63
"France";"Cherbourg";"Renault Traffic Passenger";38.74
"France";"Cherbourg";"Peugeot 307 Estate/Wagon";34.33
"France";"Cherbourg";"Renault Laguna Estate/Wagon";49.04
"France";"Cherbourg";"Nissan XTrail";31.62
"France";"Cherbourg";"Nissan Pathfinder";40.32
"France";"Cherbourg";"Hyundai Santa Fe";45.35
"France";"Cherbourg";"Peugeot 407 5door";45.54
"France";"Cherbourg";"Mercedes-Benz E Class";43.25
"France";"Cherbourg";"BMW 3Series";32.82
"France";"Cherbourg";"BMW 1Series";33.2
"France";"Cherbourg";"Ford Fiesta 3door";43.26
"France";"Cherbourg";"Volkswagen Polo 5door";34.07
"France";"Cherbourg";"Renault Laguna";44.9
"France";"Cherbourg";"Volkswagen EOS Convertible";34.03
"France";"Cherbourg";"Audi A4 Convertible";37.6
"France";"Cherbourg";"Mercedes-Benz SLK Class";36.57
"France";"Cherbourg";"BMW 3Series Convertible";32.89
"France";"Cherbourg";"Mercedes-Benz Vito";47.28
"France";"Cherbourg";"BMW 3Series Estate/Wagon";34.73
"France";"Cherbourg";"Volkswagen Passat Estate/Wagon";48.62
"France";"Cherbourg";"Peugeot 407 Estate/Wagon";44.13
"France";"Cherbourg";"Audi A6 Estate/Wagon";38.43
"France";"Cherbourg";"Audi TT Coupe";46.07
"France";"Cherbourg";"Audi A6 Quattro Estate/Wagon";42.52
"France";"Cherbourg";"BMW X3";32.03
"France";"Cherbourg";"Peugeot 307 5door";45.9
"France";"Cherbourg";"Ford Fusion";49.94
"France";"Cherbourg";"Ford Mondeo";32.47
"France";"Cherbourg";"Ford Transit";36.47
"France";"Cherbourg";"Jeep Cherokee";32.87
"France";"Cherbourg";"Citroen C5";38.63
"France";"Cherbourg";"Citroen C4 3door";45.93
"France";"Cherbourg";"Citroen C3";32.03
"France";"Cherbourg";"Citroen C1 3door";34.67
"France";"Cherbourg";"Citroen C6";38.94
"France";"Cherbourg";"Volvo C70 Convertible";34.53
"France";"Cherbourg";"Citroen C3 Pluriel Convertible";37.78
"France";"Cherbourg";"Citroen Picasso";42.12
"France";"Cherbourg";"Citroen Jumper";44.26
"France";"Cherbourg";"Citroen C8";30.27
"France";"Cherbourg";"Volvo V70";31.31
"France";"Cherbourg";"Ford Focus Estate/Wagon";31.86
"France";"Cherbourg";"Citroen C5 Estate/Wagon";46.44
"France";"Cherbourg";"Hyundai Tucson";42.4
"France";"Cherbourg";"Toyota Yaris 3door";40.4
"France";"Cherbourg";"Renault Megane 5door";43.89
"France";"Cherbourg";"Renault Vel Satis";45.49
"France";"Cherbourg";"Opel Zafira";40.85
"France";"Cherbourg";"Peugeot 807";35.3
"France";"Chessy ";"Mercedes-Benz E Class";37.18
"France";"Chessy ";"Toyota Yaris 3door";45.25
"France";"Chessy ";"Renault Clio 5door";41.74
"France";"Chessy ";"Renault Megane 5door";34.82
"France";"Chessy ";"Renault Laguna";43.95
"France";"Chessy ";"Renault Vel Satis";33.16
"France";"Chessy ";"Mercedes-Benz C Class";40.49
"France";"Chessy ";"Opel Zafira";49.35
"France";"Chessy ";"Peugeot 807";33.12
"France";"Chessy ";"Renault Scenic";32.32
"France";"Cholet";"Mercedes-Benz E Class";48.34
"France";"Cholet";"Toyota Yaris 3door";33.83
"France";"Cholet";"Renault Clio 5door";43.74
"France";"Cholet";"Renault Megane 5door";43.75
"France";"Cholet";"Renault Laguna";37.75
"France";"Cholet";"Renault Vel Satis";34.07
"France";"Cholet";"Mercedes-Benz C Class";38.81
"France";"Cholet";"Opel Zafira";47.29
"France";"Cholet";"Peugeot 807";32.47
"France";"Cholet";"Renault Scenic";39.14
"France";"Cholet";"Fiat Panda";40.39
"France";"Cholet";"Peugeot 207 3door";39.01
"France";"Cholet";"Volkswagen Golf 5door";47.65
"France";"Cholet";"Mercedes-Benz A Class";43.31
"France";"Cholet";"Volkswagen Passat";36.29
"France";"Cholet";"Fiat Punto 3door";33.41
"France";"Cholet";"Renault Megane Convertible";35.91
"France";"Cholet";"Peugeot 307 Convertible";30.51
"France";"Cholet";"Renault Modus";39.32
"France";"Cholet";"Renault Kangoo";48.39
"France";"Cholet";"Volkswagen Touran";44.82
"France";"Cholet";"Renault Espace";44.45
"France";"Cholet";"Renault Traffic Passenger";49.4
"France";"Cholet";"Peugeot 307 Estate/Wagon";41.21
"France";"Cholet";"Renault Laguna Estate/Wagon";41.36
"France";"Cholet";"Nissan XTrail";37.46
"France";"Cholet";"Nissan Pathfinder";39.35
"France";"Cholet";"Hyundai Santa Fe";33.67
"France";"Cholet";"Peugeot 407 5door";49.25
"France";"Cholet";"BMW 3Series";41.36
"France";"Cholet";"BMW 1Series";35.02
"France";"Cholet";"Ford Fiesta 3door";34.34
"France";"Cholet";"Volkswagen Polo 5door";34.39
"France";"Cholet";"Volkswagen EOS Convertible";33.3
"France";"Cholet";"Audi A4 Convertible";30.2
"France";"Cholet";"Mercedes-Benz SLK Class";36.31
"France";"Cholet";"BMW 3Series Convertible";44.47
"France";"Cholet";"Mercedes-Benz Vito";39.76
"France";"Cholet";"BMW 3Series Estate/Wagon";47.05
"France";"Cholet";"Volkswagen Passat Estate/Wagon";38.24
"France";"Cholet";"Peugeot 407 Estate/Wagon";37.93
"France";"Cholet";"Audi A6 Estate/Wagon";31.87
"France";"Cholet";"Audi TT Coupe";42.69
"France";"Cholet";"Audi A6 Quattro Estate/Wagon";47.18
"France";"Cholet";"BMW X3";48.28
"France";"Clermont L Heraul";"Mercedes-Benz E Class";35.12
"France";"Clermont L Heraul";"Toyota Yaris 3door";32.56
"France";"Clermont L Heraul";"Renault Clio 5door";31.02
"France";"Clermont L Heraul";"Renault Megane 5door";39.17
"France";"Clermont L Heraul";"Renault Laguna";46.64
"France";"Clermont L Heraul";"Renault Vel Satis";31.16
"France";"Clermont L Heraul";"Mercedes-Benz C Class";38.82
"France";"Clermont L Heraul";"Opel Zafira";35.9
"France";"Clermont L Heraul";"Peugeot 807";43.06
"France";"Clermont L Heraul";"Renault Scenic";40.75
"France";"Clermont-Ferrand";"Mercedes-Benz E Class";37.1
"France";"Clermont-Ferrand";"Toyota Yaris 3door";49.07
"France";"Clermont-Ferrand";"Renault Clio 5door";32.32
"France";"Clermont-Ferrand";"Renault Megane 5door";48.72
"France";"Clermont-Ferrand";"Renault Laguna";40.25
"France";"Clermont-Ferrand";"Renault Vel Satis";35.75
"France";"Clermont-Ferrand";"Mercedes-Benz C Class";32.2
"France";"Clermont-Ferrand";"Opel Zafira";44.22
"France";"Clermont-Ferrand";"Peugeot 807";43.14
"France";"Clermont-Ferrand";"Renault Scenic";34.25
"France";"Clermont-Ferrand";"Citroen C5";49.08
"France";"Clermont-Ferrand";"Citroen C4 3door";34.67
"France";"Clermont-Ferrand";"Citroen C3";34.15
"France";"Clermont-Ferrand";"Citroen C1 3door";37.57
"France";"Clermont-Ferrand";"Citroen C6";39.63
"France";"Clermont-Ferrand";"Volvo C70 Convertible";32.78
"France";"Clermont-Ferrand";"Citroen C3 Pluriel Convertible";36.59
"France";"Clermont-Ferrand";"Citroen Picasso";41.54
"France";"Clermont-Ferrand";"Citroen Jumper";49.1
"France";"Clermont-Ferrand";"Citroen C8";34.69
"France";"Clermont-Ferrand";"Volvo V70";36.74
"France";"Clermont-Ferrand";"Ford Focus Estate/Wagon";33.17
"France";"Clermont-Ferrand";"Citroen C5 Estate/Wagon";48.7
"France";"Clermont-Ferrand";"Hyundai Santa Fe";39.86
"France";"Clermont-Ferrand";"Hyundai Tucson";46.7
"France";"Clermont-Ferrand";"Fiat Panda";34.81
"France";"Clermont-Ferrand";"Peugeot 207 3door";45.77
"France";"Clermont-Ferrand";"Volkswagen Golf 5door";33.37
"France";"Clermont-Ferrand";"Mercedes-Benz A Class";39.95
"France";"Clermont-Ferrand";"Volkswagen Passat";49.67
"France";"Clermont-Ferrand";"Fiat Punto 3door";49.48
"France";"Clermont-Ferrand";"Renault Megane Convertible";41.24
"France";"Clermont-Ferrand";"Peugeot 307 Convertible";48.03
"France";"Clermont-Ferrand";"Renault Modus";44.52
"France";"Clermont-Ferrand";"Renault Kangoo";45.34
"France";"Clermont-Ferrand";"Volkswagen Touran";39.3
"France";"Clermont-Ferrand";"Renault Espace";36.2
"France";"Clermont-Ferrand";"Renault Traffic Passenger";35.08
"France";"Clermont-Ferrand";"Peugeot 307 Estate/Wagon";41.64
"France";"Clermont-Ferrand";"Renault Laguna Estate/Wagon";46.44
"France";"Clermont-Ferrand";"Nissan XTrail";46.47
"France";"Clermont-Ferrand";"Nissan Pathfinder";49.63
"France";"Clermont-Ferrand";"Peugeot 407 5door";40.98
"France";"Clermont-Ferrand";"BMW 3Series";42.63
"France";"Clermont-Ferrand";"BMW 1Series";45.75
"France";"Clermont-Ferrand";"Ford Fiesta 3door";36.66
"France";"Clermont-Ferrand";"Volkswagen Polo 5door";39.84
"France";"Clermont-Ferrand";"Volkswagen EOS Convertible";42.54
"France";"Clermont-Ferrand";"Audi A4 Convertible";47.76
"France";"Clermont-Ferrand";"Mercedes-Benz SLK Class";32.05
"France";"Clermont-Ferrand";"BMW 3Series Convertible";49.54
"France";"Clermont-Ferrand";"Mercedes-Benz Vito";45.19
"France";"Clermont-Ferrand";"BMW 3Series Estate/Wagon";46.33
"France";"Clermont-Ferrand";"Volkswagen Passat Estate/Wagon";31.49
"France";"Clermont-Ferrand";"Peugeot 407 Estate/Wagon";41.59
"France";"Clermont-Ferrand";"Audi A6 Estate/Wagon";30.47
"France";"Clermont-Ferrand";"Audi TT Coupe";48.51
"France";"Clermont-Ferrand";"Audi A6 Quattro Estate/Wagon";43.64
"France";"Clermont-Ferrand";"BMW X3";30.56
"France";"Clermont-Ferrand";"Peugeot 307 5door";43.01
"France";"Clermont-Ferrand";"Ford Fusion";45.53
"France";"Clermont-Ferrand";"Ford Mondeo";49.78
"France";"Clermont-Ferrand";"Ford Transit";37.67
"France";"Clermont-Ferrand";"Jeep Cherokee";33.92
"France";"Clermont-Ferrand";"Opel Corsa 3door";49.7
"France";"Clermont-Ferrand";"Renault Clio 3door";45.57
"France";"Clichy";"Peugeot 407 5door";48.05
"France";"Clichy";"Mercedes-Benz E Class";41.44
"France";"Clichy";"BMW 3Series";35.48
"France";"Clichy";"Volkswagen Passat";30.45
"France";"Clichy";"BMW 1Series";45.04
"France";"Clichy";"Volkswagen Golf 5door";40.57
"France";"Clichy";"Ford Fiesta 3door";32.69
"France";"Clichy";"Volkswagen Polo 5door";40.38
"France";"Clichy";"Renault Laguna";34.48
"France";"Clichy";"Volkswagen EOS Convertible";42.74
"France";"Clichy";"Audi A4 Convertible";30.16
"France";"Clichy";"Mercedes-Benz SLK Class";49.49
"France";"Clichy";"BMW 3Series Convertible";42.17
"France";"Clichy";"Renault Espace";35.96
"France";"Clichy";"Mercedes-Benz Vito";37.78
"France";"Clichy";"Volkswagen Touran";36.36
"France";"Clichy";"BMW 3Series Estate/Wagon";37.56
"France";"Clichy";"Volkswagen Passat Estate/Wagon";46.1
"France";"Clichy";"Peugeot 407 Estate/Wagon";45.18
"France";"Clichy";"Peugeot 307 Estate/Wagon";40.5
"France";"Clichy";"Audi A6 Estate/Wagon";46.99
"France";"Clichy";"Audi TT Coupe";49.87
"France";"Clichy";"Audi A6 Quattro Estate/Wagon";45.17
"France";"Clichy";"BMW X3";44.55
"France";"Clichy";"Mercedes-Benz C Class";49.29
"France";"Clichy";"Peugeot 307 5door";40.28
"France";"Clichy";"Ford Fusion";39.97
"France";"Clichy";"Ford Mondeo";48.03
"France";"Clichy";"Ford Transit";37.24
"France";"Clichy";"Renault Scenic";35.04
"France";"Clichy";"Jeep Cherokee";38.48
"France";"Clichy";"Toyota Yaris 3door";48.14
"France";"Clichy";"Renault Clio 5door";37.63
"France";"Clichy";"Renault Megane 5door";48.64
"France";"Clichy";"Renault Vel Satis";42.62
"France";"Clichy";"Opel Zafira";33.19
"France";"Clichy";"Peugeot 807";33.39
"France";"Cluses";"Fiat Panda";38.6
"France";"Cluses";"Peugeot 207 3door";30.84
"France";"Cluses";"Volkswagen Golf 5door";44.46
"France";"Cluses";"Renault Clio 5door";40.65
"France";"Cluses";"Mercedes-Benz A Class";46.75
"France";"Cluses";"Volkswagen Passat";37.13
"France";"Cluses";"Mercedes-Benz C Class";31.9
"France";"Cluses";"Fiat Punto 3door";44.03
"France";"Cluses";"Renault Megane Convertible";45.85
"France";"Cluses";"Peugeot 307 Convertible";33.32
"France";"Cluses";"Renault Modus";39.46
"France";"Cluses";"Renault Kangoo";43.16
"France";"Cluses";"Renault Scenic";32.47
"France";"Cluses";"Volkswagen Touran";33.16
"France";"Cluses";"Renault Espace";45.59
"France";"Cluses";"Renault Traffic Passenger";33.7
"France";"Cluses";"Peugeot 307 Estate/Wagon";36.58
"France";"Cluses";"Renault Laguna Estate/Wagon";45.98
"France";"Cluses";"Nissan XTrail";34.58
"France";"Cluses";"Nissan Pathfinder";35.83
"France";"Cluses";"Hyundai Santa Fe";48.51
"France";"Cluses";"Mercedes-Benz E Class";38.29
"France";"Cluses";"Toyota Yaris 3door";44.36
"France";"Cluses";"Renault Megane 5door";33.39
"France";"Cluses";"Renault Laguna";33.92
"France";"Cluses";"Renault Vel Satis";31.35
"France";"Cluses";"Opel Zafira";46.29
"France";"Cluses";"Peugeot 807";36.89
"France";"Cognac";"Fiat Panda";37.48
"France";"Cognac";"Peugeot 207 3door";32.81
"France";"Cognac";"Volkswagen Golf 5door";42.76
"France";"Cognac";"Renault Clio 5door";33.33
"France";"Cognac";"Mercedes-Benz A Class";45.67
"France";"Cognac";"Volkswagen Passat";30.55
"France";"Cognac";"Mercedes-Benz C Class";37.99
"France";"Cognac";"Fiat Punto 3door";36.19
"France";"Cognac";"Renault Megane Convertible";49.56
"France";"Cognac";"Peugeot 307 Convertible";46.98
"France";"Cognac";"Renault Modus";47.91
"France";"Cognac";"Renault Kangoo";38.44
"France";"Cognac";"Renault Scenic";38.09
"France";"Cognac";"Volkswagen Touran";41.68
"France";"Cognac";"Renault Espace";44.48
"France";"Cognac";"Renault Traffic Passenger";41.93
"France";"Cognac";"Peugeot 307 Estate/Wagon";42.47
"France";"Cognac";"Renault Laguna Estate/Wagon";40.76
"France";"Cognac";"Nissan XTrail";40.28
"France";"Cognac";"Nissan Pathfinder";46.19
"France";"Cognac";"Hyundai Santa Fe";42.3
"France";"Cognac";"Mercedes-Benz E Class";40.89
"France";"Cognac";"Toyota Yaris 3door";48.91
"France";"Cognac";"Renault Megane 5door";49.71
"France";"Cognac";"Renault Laguna";34.13
"France";"Cognac";"Renault Vel Satis";46.15
"France";"Cognac";"Opel Zafira";46.82
"France";"Cognac";"Peugeot 807";46.99
"France";"Coignieres";"Fiat Panda";33.03
"France";"Coignieres";"Peugeot 207 3door";45.92
"France";"Coignieres";"Volkswagen Golf 5door";32.23
"France";"Coignieres";"Renault Clio 5door";34.23
"France";"Coignieres";"Mercedes-Benz A Class";47.71
"France";"Coignieres";"Volkswagen Passat";31.85
"France";"Coignieres";"Mercedes-Benz C Class";46.73
"France";"Coignieres";"Fiat Punto 3door";47.12
"France";"Coignieres";"Renault Megane Convertible";40
"France";"Coignieres";"Peugeot 307 Convertible";42.07
"France";"Coignieres";"Renault Modus";35.18
"France";"Coignieres";"Renault Kangoo";43.44
"France";"Coignieres";"Renault Scenic";49.17
"France";"Coignieres";"Volkswagen Touran";30.66
"France";"Coignieres";"Renault Espace";49.62
"France";"Coignieres";"Renault Traffic Passenger";34.07
"France";"Coignieres";"Peugeot 307 Estate/Wagon";31.72
"France";"Coignieres";"Renault Laguna Estate/Wagon";30.75
"France";"Coignieres";"Nissan XTrail";32.67
"France";"Coignieres";"Nissan Pathfinder";35.12
"France";"Coignieres";"Hyundai Santa Fe";37.39
"France";"Colmar";"Mercedes-Benz E Class";49.11
"France";"Colmar";"Toyota Yaris 3door";46.22
"France";"Colmar";"Renault Clio 5door";44.49
"France";"Colmar";"Renault Megane 5door";31.84
"France";"Colmar";"Renault Laguna";40.48
"France";"Colmar";"Renault Vel Satis";40.8
"France";"Colmar";"Mercedes-Benz C Class";36.06
"France";"Colmar";"Opel Zafira";46.76
"France";"Colmar";"Peugeot 807";39.81
"France";"Colmar";"Renault Scenic";31.58
"France";"Colmar";"Fiat Panda";34.48
"France";"Colmar";"Peugeot 207 3door";47.97
"France";"Colmar";"Volkswagen Golf 5door";40.4
"France";"Colmar";"Mercedes-Benz A Class";36.28
"France";"Colmar";"Volkswagen Passat";43.73
"France";"Colmar";"Fiat Punto 3door";42.18
"France";"Colmar";"Renault Megane Convertible";36.19
"France";"Colmar";"Peugeot 307 Convertible";40.83
"France";"Colmar";"Renault Modus";32.61
"France";"Colmar";"Renault Kangoo";32.98
"France";"Colmar";"Volkswagen Touran";36.29
"France";"Colmar";"Renault Espace";48.39
"France";"Colmar";"Renault Traffic Passenger";30.34
"France";"Colmar";"Peugeot 307 Estate/Wagon";46.72
"France";"Colmar";"Renault Laguna Estate/Wagon";49.78
"France";"Colmar";"Nissan XTrail";37.26
"France";"Colmar";"Nissan Pathfinder";35.21
"France";"Colmar";"Hyundai Santa Fe";38.89
"France";"Compiegne";"Mercedes-Benz E Class";49.1
"France";"Compiegne";"Toyota Yaris 3door";43.43
"France";"Compiegne";"Renault Clio 5door";49.58
"France";"Compiegne";"Renault Megane 5door";41.65
"France";"Compiegne";"Renault Laguna";49.95
"France";"Compiegne";"Renault Vel Satis";33.17
"France";"Compiegne";"Mercedes-Benz C Class";44.3
"France";"Compiegne";"Opel Zafira";43.14
"France";"Compiegne";"Peugeot 807";35.94
"France";"Compiegne";"Renault Scenic";41.68
"France";"Compiegne";"Fiat Panda";45.66
"France";"Compiegne";"Peugeot 207 3door";39.06
"France";"Compiegne";"Volkswagen Golf 5door";46.18
"France";"Compiegne";"Mercedes-Benz A Class";42.96
"France";"Compiegne";"Volkswagen Passat";47.99
"France";"Compiegne";"Fiat Punto 3door";47.44
"France";"Compiegne";"Renault Megane Convertible";33.64
"France";"Compiegne";"Peugeot 307 Convertible";46.87
"France";"Compiegne";"Renault Modus";45.04
"France";"Compiegne";"Renault Kangoo";46.87
"France";"Compiegne";"Volkswagen Touran";32.86
"France";"Compiegne";"Renault Espace";48.88
"France";"Compiegne";"Renault Traffic Passenger";43.33
"France";"Compiegne";"Peugeot 307 Estate/Wagon";49.11
"France";"Compiegne";"Renault Laguna Estate/Wagon";44.71
"France";"Compiegne";"Nissan XTrail";48.08
"France";"Compiegne";"Nissan Pathfinder";30.48
"France";"Compiegne";"Hyundai Santa Fe";46.48
"France";"Concarneau";"Fiat Panda";36.53
"France";"Concarneau";"Peugeot 207 3door";39.22
"France";"Concarneau";"Volkswagen Golf 5door";41.76
"France";"Concarneau";"Renault Clio 5door";44.87
"France";"Concarneau";"Mercedes-Benz A Class";45.87
"France";"Concarneau";"Volkswagen Passat";34.24
"France";"Concarneau";"Mercedes-Benz C Class";37.8
"France";"Concarneau";"Fiat Punto 3door";42.8
"France";"Concarneau";"Renault Megane Convertible";45.63
"France";"Concarneau";"Peugeot 307 Convertible";39.05
"France";"Concarneau";"Renault Modus";36.94
"France";"Concarneau";"Renault Kangoo";47.24
"France";"Concarneau";"Renault Scenic";39.1
"France";"Concarneau";"Volkswagen Touran";41.08
"France";"Concarneau";"Renault Espace";34.89
"France";"Concarneau";"Renault Traffic Passenger";46.87
"France";"Concarneau";"Peugeot 307 Estate/Wagon";42.78
"France";"Concarneau";"Renault Laguna Estate/Wagon";33.36
"France";"Concarneau";"Nissan XTrail";35.2
"France";"Concarneau";"Nissan Pathfinder";33.28
"France";"Concarneau";"Hyundai Santa Fe";45.14
"France";"Corbeil";"Mercedes-Benz E Class";30.56
"France";"Corbeil";"Toyota Yaris 3door";43.45
"France";"Corbeil";"Renault Clio 5door";30.88
"France";"Corbeil";"Renault Megane 5door";39.56
"France";"Corbeil";"Renault Laguna";42.83
"France";"Corbeil";"Renault Vel Satis";48.38
"France";"Corbeil";"Mercedes-Benz C Class";45.99
"France";"Corbeil";"Opel Zafira";39.47
"France";"Corbeil";"Peugeot 807";42.85
"France";"Corbeil";"Renault Scenic";43.07
"France";"Cordemais";"Fiat Panda";35.82
"France";"Cordemais";"Peugeot 207 3door";33.77
"France";"Cordemais";"Volkswagen Golf 5door";31.96
"France";"Cordemais";"Renault Clio 5door";49.24
"France";"Cordemais";"Mercedes-Benz A Class";48.08
"France";"Cordemais";"Volkswagen Passat";30.86
"France";"Cordemais";"Mercedes-Benz C Class";40.75
"France";"Cordemais";"Fiat Punto 3door";37.89
"France";"Cordemais";"Renault Megane Convertible";31.5
"France";"Cordemais";"Peugeot 307 Convertible";49.17
"France";"Cordemais";"Renault Modus";49.86
"France";"Cordemais";"Renault Kangoo";49.35
"France";"Cordemais";"Renault Scenic";48.35
"France";"Cordemais";"Volkswagen Touran";42.4
"France";"Cordemais";"Renault Espace";46.67
"France";"Cordemais";"Renault Traffic Passenger";45.78
"France";"Cordemais";"Peugeot 307 Estate/Wagon";49.14
"France";"Cordemais";"Renault Laguna Estate/Wagon";37.76
"France";"Cordemais";"Nissan XTrail";43.36
"France";"Cordemais";"Nissan Pathfinder";39.49
"France";"Cordemais";"Hyundai Santa Fe";40.48
"France";"Courbevoie";"Mercedes-Benz E Class";34.98
"France";"Courbevoie";"Toyota Yaris 3door";32.07
"France";"Courbevoie";"Renault Clio 5door";49.91
"France";"Courbevoie";"Renault Megane 5door";46.47
